orden,sitios,codigo,fecha,año,campaña,tem_agua,tem_aire,od,ph,olores,color,espumas,mat_susp,colif_fecales_ufc_100ml,escher_coli_ufc_100ml,enteroc_ufc_100ml,nitrato_mg_l,nh4_mg_l,p_total_l_mg_l,fosf_ortofos_mg_l,dbo_mg_l,dqo_mg_l,turbiedad_ntu,hidr_deriv_petr_ug_l,cr_total_mg_l,cd_total_mg_l,clorofila_a_ug_l,microcistina_ug_l,ica,calidad_de_agua,gobierno_local,sitio,latitud,longitud,Poblacion_partido,Personas_con_cloacas,Actividad_principal,"Agricultura, ganadería, caza y silvicultura",Pesca explotación de criaderos de peces y granjas piscícolas y servicios conexos,Explotación de minas y canteras,Industria Manufacturera,"Electricidad, gas y agua",Construcción,Servicios
1.0,Canal Villanueva y Río Luján,TI001,23/8/2022,2022,invierno,13.8,14,8.61,7.06,Ausencia,Ausencia,Ausencia,Ausencia,900,80,90,2.1,23,0.14,0.14,<2.0,<30,22, <0.10,<0.005,<0.001,<10, <0.15,49,Muy deteriorada,,,,,,,,,,,,,,
1.0,Canal Villanueva y Río Luján,TI001,31/10/2022,2022,Primavera,21.5,15,8.3,"7,8",Ausencia,Ausencia,Ausencia,Ausencia,160,100,160,3.4,0.1,<0.10,<0.10,no se midió,<30,30,<0.10,<0.005,<0.001,0.3,<0.15,61,Muy deteriorada,,,,,,,,,,,,,,
3.0,Canal Aliviador y Río Lujan,TI002,23/2/2022,2022,Verano,24.6,23.3,2.94,6.59,Ausencia,Presencia,Ausencia,Ausencia,1800,200,580,6.5,0.05,0.59,0.54,1.9,29,17,<0.10,<0.005,<0.001,<10,0.2,45,Muy deteriorada,,,,,,,,,,,,,,
3.0,Canal Aliviador y Río Lujan,TI002,4/5/2022,2022,otoño,18.6,16,5.47,6.8,Ausencia,Ausencia,Ausencia,Ausencia,40000,10000,110,3.9,<0.05,0.33,0.29,<2.0,49,65,<0.10,0.006,<0.001,<10,<0.15,42,Extremadamente deteriorada,,,,,,,,,,,,,,
3.0,Canal Aliviador y Río Lujan,TI002,23/8/2022,2022,invierno,14.4,14,0.45,7.14,Presencia,Ausencia,Ausencia,Ausencia,4200000,186,11,<2.0,23,2.8,2.6,42,75,13, <0.10,0.0095,<0.001,<10, <0.15,29,Extremadamente deteriorada,,,,,,,,,,,,,,
3.0,Canal Aliviador y Río Lujan,TI002,31/10/2022,2022,Primavera,20.4,14,6.24,"7,67",Ausencia,Ausencia,Ausencia,Ausencia,4000,3000,600,2.8,1,0.2,0.20,no se midió,<30,28,<0.10,<0.005,<0.001,0.4,<0.15,40,Extremadamente deteriorada,,,,,,,,,,,,,,
4.0,Río Carapachay y Arroyo Gallo Fiambre,TI003,23/2/2022,2022,Verano,25.2,23.3,2.22,7.45,Presencia,Presencia,Ausencia,Ausencia,1400,100,300,7.4,1,0.38,0.4,5.8,29,23,<0.10,<0.005,<0.001,<10,<0.20,46,Muy deteriorada,,,,,,,,,,,,,,
4.0,Río Carapachay y Arroyo Gallo Fiambre,TI003,4/5/2022,2022,otoño,18.2,16,5.79,6.94,Ausencia,Presencia,Ausencia,Ausencia,60000,2000,380,4.5,0.05,0.25,0.22,2.5,39,80,<0.10,<0.005,<0.001,<10,<0.15,40,Extremadamente deteriorada,,,,,,,,,,,,,,
4.0,Río Carapachay y Arroyo Gallo Fiambre,TI003,23/8/2022,2022,invierno,12.7,13,8.18,7.09,Ausencia,Ausencia,Ausencia,Ausencia,3000,100,580,2.6,0.28,0.13,0.13,<2.0,<30,32, <0.10,<0.005,<0.001,<10, <0.15,53,Muy deteriorada,,,,,,,,,,,,,,
4.0,Río Carapachay y Arroyo Gallo Fiambre,TI003,31/10/2022,2022,Primavera,20.2,14,5.8,"7,57",Ausencia,Ausencia,Ausencia,Ausencia,300,200,420,2.8,1.4,0.33,0.33,no se midió,36,25,<0.10,<0.005,<0.001,0.3,<0.15,36,Extremadamente deteriorada,,,,,,,,,,,,,,
5.0,Río Reconquista y Río Lujan,TI004,23/2/2022,2022,Verano,24.1,20,1.02,6.39,Ausencia,Presencia,Ausencia,Presencia,1100,100,370,8.8,0.049,0.55,0.54,2.6,59,18,<0.10,<0.005,<0.001,<10,<0.20,44,Extremadamente deteriorada,Tigre,Canal Villanueva y río Luján,-34.408.061,-58.590.839,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
5.0,Río Reconquista y Río Lujan,TI004,4/5/2022,2022,otoño,18.2,16,4.9,6.85,Presencia,Ausencia,Ausencia,Presencia,28000,5200,460,8.5,0.25,0.71,0.35,3.6,67,70,<0.10,0.01,<0.001,<10,<0.15,37,Extremadamente deteriorada,Tigre,Canal Villanueva y río Luján,-34.408.061,-58.590.839,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
5.0,Río Reconquista y Río Lujan,TI004,23/8/2022,2022,invierno,13.5,13,2.17,6.92,Ausencia,Ausencia,Ausencia,Ausencia,76000,9,780,3.3,5,0.49,0.49,6.8,<30,6, 0.10,<0.005,<0.001,<10, <0.15,35,Extremadamente deteriorada,Tigre,Canal Villanueva y río Luján,-34.408.061,-58.590.839,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
5.0,Río Reconquista y Río Lujan,TI004,31/10/2022,2022,Primavera,19.7,14,5.68,"7,5",Ausencia,Ausencia,Ausencia,Ausencia,2400,2100,550,2.7,0.98,0.35,0.32,no se midió,33,30,<0.10,<0.005,<0.001,0.0,<0.15,56,Muy deteriorada,Tigre,Canal Villanueva y río Luján,-34.408.061,-58.590.839,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
6.0,Rio Tigre 100m antes del Rio Luján,TI005,23/2/2022,2022,Verano,24.9,23.3,3.5,6.53,Ausencia,Ausencia,Ausencia,Presencia,3200,200,750,4.4,3.5,1.1,0.91,3.9,130,8.9,<0.10,<0.005,<0.001,<10,<0.20,40,Extremadamente deteriorada,,,,,,,,,,,,,,
6.0,Rio Tigre 100m antes del Rio Luján,TI005,4/5/2022,2022,otoño,17,13,4.29,6.76,Ausencia,Ausencia,Ausencia,Presencia,106000,8000,770,11.3,0.21,0.51,0.41,3.5,54,80,<0.10,0.009,<0.001,<10,<0.15,37,Extremadamente deteriorada,,,,,,,,,,,,,,
6.0,Rio Tigre 100m antes del Rio Luján,TI005,23/8/2022,2022,invierno,14.3,13,0.36,6.88,Ausencia,Ausencia,Ausencia,Presencia,1070000,560,27,2,22,1.9,0.28,<2.0,<30,33, 0.20,0.011,<0.001,<10, <0.15,32,Extremadamente deteriorada,,,,,,,,,,,,,,
6.0,Rio Tigre 100m antes del Rio Luján,TI005,31/10/2022,2022,Primavera,20,11,5.24,"7,4",Ausencia,Ausencia,Ausencia,Ausencia,15200,14400,2500,2.7,0.83,0.19,0.18,no se midió,<30,26,<0.10,<0.005,<0.001,0.0,<0.15,67,Deteriorada,,,,,,,,,,,,,,
2.0,Río Lujan y Arroyo Caraguatá,TI006,23/2/2022,2022,Verano,25.4,23.3,2.25,6.56,Presencia,Presencia,Ausencia,Ausencia,1200,200,400,3.3,0.51,0.41,0.35,5.8,29,34,<0.10,<0.005,<0.001,<10,<0.20,42,Extremadamente deteriorada,Tigre,Río Luján y arroyo Caraguatá,-34.384.169,-58.632.511,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
2.0,Río Lujan y Arroyo Caraguatá,TI006,4/5/2022,2022,otoño,18.6,16,4.28,6.72,Ausencia,Ausencia,Ausencia,Ausencia,150000,12000,1440,8.8,0.6,0.30,0.27,4.6,62,60,<0.10,<0.005,<0.001,<10,<0.15,36,Extremadamente deteriorada,Tigre,Río Luján y arroyo Caraguatá,-34.384.169,-58.632.511,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
2.0,Río Lujan y Arroyo Caraguatá,TI006,23/8/2022,2022,invierno,13.3,13,7.5,7.08,Ausencia,Ausencia,Ausencia,Ausencia,10000,600,300,3,0.44,0.11,0.11,<2.0,<30,30, <0.10,<0.005,<0.001,<10, <0.15,46,Muy deteriorada,Tigre,Río Luján y arroyo Caraguatá,-34.384.169,-58.632.511,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
2.0,Río Lujan y Arroyo Caraguatá,TI006,31/10/2022,2022,Primavera,20.9,15,6.43,"7,58",Ausencia,Ausencia,Ausencia,Ausencia,200,100,300,2.7,0.83,0.19,0.18,no se midió,<30,26,<0.10,<0.005,<0.001,0.0,<0.15,40,Extremadamente deteriorada,Tigre,Río Luján y arroyo Caraguatá,-34.384.169,-58.632.511,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
7.0,Río Lujan y Canal San Fernando,TI007,23/2/2022,2022,Verano,24.5,20,1.5,6.54,Ausencia,Presencia,Ausencia,Presencia,18000,1500,100,5.6,2,0.73,0.6,3.5,42,12,<0.10,<0.005,<0.001,<10,0.4,35,Extremadamente deteriorada,,,,,,,,,,,,,,
7.0,Río Lujan y Canal San Fernando,TI007,4/5/2022,2022,otoño,17.4,13,5.05,6.74,Ausencia,Ausencia,Ausencia,Presencia,30000,2300,300,8.3,0.26,0.33,0.30,2.8,63,60,<0.10,<0.005,<0.001,<10,<0.15,41,Extremadamente deteriorada,,,,,,,,,,,,,,
7.0,Río Lujan y Canal San Fernando,TI007,23/8/2022,2022,invierno,16.5,15,1.13,7.12,Presencia,Presencia,Ausencia,Ausencia,240000,90,9,<2.0,9.3,0.86,0.86,14,<30,"6,1", <0.10,<5.0,<0.001,<10, <0.15,25,Extremadamente deteriorada,,,,,,,,,,,,,,
7.0,Río Lujan y Canal San Fernando,TI007,31/10/2022,2022,Primavera,19,11,6.35,"7,57",Ausencia,Ausencia,Ausencia,Presencia,12000,11500,700,2.9,1.1,0.32,0.31,no se midió,30,30,<0.10,<0.005,<0.001,0.5,<0.15,52,Muy deteriorada,,,,,,,,,,,,,,
8.0,Río Capitán y Río San Antonio,TI008,23/2/2022,2022,Verano,24.5,21,6.3,6.48,Ausencia,Presencia,Ausencia,Ausencia,1000,200,1200,3.1,0.049,0.17,0.16,5.5,69,90,<0.10,<0.005,<0.001,<10,<0.20,46,Muy deteriorada,Tigre,Río Capitán y río San Antonio,-34.375.561,-58.558.619,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
8.0,Río Capitán y Río San Antonio,TI008,4/5/2022,2022,otoño,18.3,13,7.85,7.02,Ausencia,Ausencia,Ausencia,Ausencia,2500,300,50,3.9,<0.05,0.10,0.10,<2.0,60,50,<0.10,<0.005,<0.001,<10,<0.15,58,Muy deteriorada,Tigre,Río Capitán y río San Antonio,-34.375.561,-58.558.619,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
8.0,Río Capitán y Río San Antonio,TI008,23/8/2022,2022,invierno,15.6,17,9.48,7.25,Ausencia,Ausencia,Ausencia,Ausencia,560,930,730,3.7,0.1,<0.10,<0.10,<2.0,<30,23, <0.10,<0.005,<0.001,<10, <0.15,53,Muy deteriorada,Tigre,Río Capitán y río San Antonio,-34.375.561,-58.558.619,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
8.0,Río Capitán y Río San Antonio,TI008,31/10/2022,2022,Primavera,19.2,12,6.91,"8,02",Ausencia,Ausencia,Ausencia,Ausencia,830,820,640,2.5,0.1,0.19,0.16,no se midió,36,29,<0.10,<0.005,<0.001,0.3,<0.15,50,Muy deteriorada,Tigre,Río Capitán y río San Antonio,-34.375.561,-58.558.619,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
9.0,Arroyo Abra Vieja y Santa Rosa,TI009,23/2/2022,2022,Verano,23.4,21,4.49,6.76,Ausencia,Ausencia,Ausencia,Ausencia,400,100,220,1.9,0.1,0.21,0.19,1.9,29,39,<0.10,<0.005,<0.001,<10,<0.20,58,Muy deteriorada,,,,,,,,,,,,,,
9.0,Arroyo Abra Vieja y Santa Rosa,TI009,4/5/2022,2022,otoño,18.5,16,7.85,7.32,Ausencia,Ausencia,Ausencia,Ausencia,2200,50,50,2.6,<0.05,0.13,0.11,<2.0,58,65,<0.10,<0.005,<0.001,<10,<0.15,61,Muy deteriorada,,,,,,,,,,,,,,
9.0,Arroyo Abra Vieja y Santa Rosa,TI009,23/8/2022,2022,invierno,15.6,15,8.68,7.13,Ausencia,Ausencia,Ausencia,Ausencia,3200,2,250,2.4,0.11,0.12,0.12,<2.0,<30,33, <0.10,<0.005,<0.001,200, <0.15,51,Muy deteriorada,,,,,,,,,,,,,,
9.0,Arroyo Abra Vieja y Santa Rosa,TI009,31/10/2022,2022,Primavera,18.6,12,7.21,"7,67",Ausencia,Ausencia,Ausencia,Ausencia,1060,850,620,2.6,0.12,0.36,0.19,no se midió,<30,35,<0.10,6,<0.001,1.0,<0.15,50,Muy deteriorada,,,,,,,,,,,,,,
17.0,Costa y Melo,VL031,23/2/2022,2022,Verano,no se midió,22,no se midió,no se midió,Ausencia,Ausencia,Ausencia,Ausencia,4200,500,240,5.9,0.41,0.24,0.69,1.9,29,22,<0.10,<0.005,<0.001,<10,<0.20,47,Muy deteriorada,,,,,,,,,,,,,,
17.0,Costa y Melo,VL031,4/5/2022,2022,otoño,no se midió,22,no se midió,no se midió,Ausencia,Ausencia,Ausencia,Ausencia,170000,10000,1500,8,0.49,0.24,0.20,2.4,77,45,<0.10,<0.005,<0.001,<10,<0.15,38,Extremadamente deteriorada,,,,,,,,,,,,,,
17.0,Costa y Melo,VL031,23/8/2022,2022,invierno,13.1,15,10.43,8.02,Ausencia,Ausencia,Ausencia,Ausencia,160000,4,2,16.4,0.22,0.42,0.42,5.6,<30,12, <0.10,<0.005,<0.001,<10, <0.15,38,Extremadamente deteriorada,,,,,,,,,,,,,,
17.0,Costa y Melo,VL031,31/10/2022,2022,Primavera,18.6,12.3,8.83,"7,79",ausencia,ausencia,ausencia,ausencia,6600,6600,1500,3.7,1,0.47,0.30,no se midió,<30,19,<0.10,6,<0.001,3.1,<0.15,49,Muy deteriorada,,,,,,,,,,,,,,
16.0,Puerto de Olivos Espigón,VL032,23/2/2022,2022,Verano,no se midió,22,no se midió,no se midió,Ausencia,Ausencia,Ausencia,Ausencia,6500,200,1700,7.3,0.63,0.27,0.32,1.9,29,17,<0.10,<0.005,<0.001,<10,<0.20,40,Extremadamente deteriorada,Vicente López,Puerto de olivos espigón,-34.505.531,-58.473.719,282.281,273.863,"""Industria Manufacturera""",0.0,6.0,2.0,1.0,4.0,4.0,7.0
16.0,Puerto de Olivos Espigón,VL032,4/5/2022,2022,otoño,no se midió,22,no se midió,no se midió,Ausencia,Ausencia,Ausencia,Ausencia,68000,7000,730,8.6,0.87,0.23,0.20,3.3,64,33,<0.10,<0.005,<0.001,<10,<0.15,37,Extremadamente deteriorada,Vicente López,Puerto de olivos espigón,-34.505.531,-58.473.719,282.281,273.863,"""Industria Manufacturera""",0.0,6.0,2.0,1.0,4.0,4.0,7.0
16.0,Puerto de Olivos Espigón,VL032,23/8/2022,2022,invierno,16.1,17,9.82,7.76,Ausencia,Ausencia,Ausencia,Ausencia,40000,1,450,12.8,0.95,0.32,0.32,12,36,16, <0.10,<0.005,<0.001,740, <0.15,37,Extremadamente deteriorada,Vicente López,Puerto de olivos espigón,-34.505.531,-58.473.719,282.281,273.863,"""Industria Manufacturera""",0.0,6.0,2.0,1.0,4.0,4.0,7.0
16.0,Puerto de Olivos Espigón,VL032,31/10/2022,2022,Primavera,18.5,15.1,8.62,"7,41",ausencia,ausencia,ausencia,presencia,4200,4000,570,4.4,0.93,0.29,0.29,no se midió,<30,19,<0.10,<0.005,<0.001,0.7,<0.15,50,Muy deteriorada,Vicente López,Puerto de olivos espigón,-34.505.531,-58.473.719,282.281,273.863,"""Industria Manufacturera""",0.0,6.0,2.0,1.0,4.0,4.0,7.0
15.0,Reserva Barrio El Ceibo,VL033,23/2/2022,2022,Verano,no se midió,23,no se midió,no se midió,Ausencia,Ausencia,Ausencia,Ausencia,5500,100,650,4.9,0.94,0.28,0.33,1.9,29,14,<0.10,<0.005,<0.001,<10,<0.20,45,Muy deteriorada,,,,,,,,,,,,,,
15.0,Reserva Barrio El Ceibo,VL033,4/5/2022,2022,otoño,no se midió,23,no se midió,no se midió,Ausencia,Ausencia,Ausencia,Ausencia,3000,700,350,9.1,0.41,0.23,0.20,<2.0,54,27,<0.10,<0.005,<0.001,<10,<0.15,50,Muy deteriorada,,,,,,,,,,,,,,
15.0,Reserva Barrio El Ceibo,VL033,23/8/2022,2022,invierno,17.1,17,9.87,7.99,Ausencia,Ausencia,Ausencia,Ausencia,13000,6,2,20.6,0.49,<0.10,0.42,6.5,<30,12, <0.10,<0.005,<0.001,<10, <0.15,42,Extremadamente deteriorada,,,,,,,,,,,,,,
15.0,Reserva Barrio El Ceibo,VL033,31/10/2022,2022,Primavera,19.4,15.1,9.91,"7,53",ausencia,ausencia,ausencia,ausencia,2100,1700,310,4.2,0.72,0.28,0.27,no se midió,<30,28,<0.10,<0.005,<0.001,0.0,<0.15,60,Muy deteriorada,,,,,,,,,,,,,,
22.0,Cuatro bocas- desembocadura del Riachuelo,AC001,23/8/2023,2023.0,invierno,15.21,13,0.6,7.29,Ausencia,Ausencia,Ausencia,Presencia,40000,10300,14000,11,9.1,0.55,0.53,,37,16,<0.10,<0.005,<0.001,2.61,<0.15,32,Extremadamente deteriorada,,,,,,,,,,,,,,
23.0,Polo Petroquímico Dock Sud,AV051,22/2/2023,2023.0,Verano,23.87,26,4.85,7.23,Ausencia,Ausencia,Ausencia,Ausencia,1000,100,240,3.7,0.44,0.47,0.32,2.6,<30,27,<0.10,<0.005,<0.001,3.67,0.16,45,Muy deteriorada ,,,,,,,,,,,,,,
23.0,Polo Petroquímico Dock Sud,AV051,10/5/2023,2023.0,otoño,18,15,5.22,7.33,Ausencia,Ausencia,Ausencia,Ausencia,sin muestra,sin muestra,sin muestra,5.80,0.73,0.25,0.24,<2.0,<30,50.00,<0.10,<0.005,<1.0,5.52,<0.15,40,Extremadamente deteriorada,,,,,,,,,,,,,,
24.0,Polo Petroquímico Dock Sud,AV051,23/8/2023,2023.0,invierno,15,13,1.22,7.47,Ausencia,Ausencia,Ausencia,Ausencia,4000,2200,800,13.8,7.20,2.70,0.60,5.2,<30,12,<0.10,<0.005,<0.001,3.85,Dato atípico,38,Extremadamente deteriorada,,,,,,,,,,,,,,
23.0,Polo Petroquímico Dock Sud,AV051,14/11/2023,2023.0,primavera,23,22,6.4,7.39,Ausencia,Ausencia,Ausencia,Ausencia,500,500,150,2.9,1.9,0.29,sin muestra,4.6,<30,30,<0.10,<0.005,<0.001,<10.00,<0.15,40,Extremadamente deteriorada,,,,,,,,,,,,,,
24.0,Arroyo Sarandí,AV052,22/2/2023,2023.0,Verano,24.2,26,4.99,7.36,Ausencia,Ausencia,Ausencia,Ausencia,1000,200,120,3.6,0.63,0.28,0.22,3.5,<30,23,<0.10,0.005,<0.001,7.62,0.2,38,Extremadamente deteriorada,,,,,,,,,,,,,,
24.0,Arroyo Sarandí,AV052,10/5/2023,2023.0,otoño,19,15,5.24,7.48,Ausencia,Ausencia,Ausencia,Presencia,sin muestra,sin muestra,sin muestra,8.50,0.52,0.25,0.24,4.20,<30,37.00,<0.10,<0.005,<1.0,2.61,<0.15,39,Extremadamente deteriorada,,,,,,,,,,,,,,
25.0,Arroyo Sarandí,AV052,23/8/2023,2023.0,invierno,15.1,13,0.96,7.5,Ausencia,Ausencia,Ausencia,Ausencia,2000,2000,1000,11.7,8.20,2.10,0.56,4.7,30,14,<0.10,<0.005,<0.001,3.85,Dato atípico,39,Extremadamente deteriorada,,,,,,,,,,,,,,
24.0,Arroyo Sarandí,AV052,14/11/2023,2023.0,primavera,22,22,6.3,7.39,Ausencia,Ausencia,Ausencia,Ausencia,1000,900,290,3.1,1.3,0.20,<0.20,3.1,<30,26,<0.10,<0.005,<0.001,<10.00,<0.15,40,Extremadamente deteriorada,,,,,,,,,,,,,,
26.0,Arroyo Santo Domingo,AV053,22/2/2023,2023.0,Verano,24.6,26,1.99,7.5,Ausencia,Ausencia,Ausencia,Ausencia,5000,900,10,9.9,<0.05,0.42,0.4,4.5,<30,21,<0.10,0.009,<0.001,4.57,0.25,40,Extremadamente deteriorada,Avellaneda,Arroyo Santo Domingo,-34.662.789,-58.296.669,367.554,289.059,"""Producción de electricidad, gas y agua""",3.0,3.0,3.0,2.0,1.0,5.0,6.0
26.0,Arroyo Santo Domingo,AV053,10/5/2023,2023.0,otoño,18,15,3.22,7.52,Ausencia,Ausencia,Ausencia,Ausencia,5000,2500,80,15.20,2.90,0.57,0.56,3.80,<30,11.00,<0.10,<0.005,<1.0,<0.10,<0.15,35,Extremadamente deteriorada,Avellaneda,Arroyo Santo Domingo,-34.662.789,-58.296.669,367.554,289.059,"""Producción de electricidad, gas y agua""",3.0,3.0,3.0,2.0,1.0,5.0,6.0
27.0,Arroyo Santo Domingo,AV053,23/8/2023,2023.0,invierno,14.53,13,2.64,7.53,Ausencia,Ausencia,Ausencia,Presencia,800,800,400,13.9,8.9,1.40,0.32,2.3,32,12,<0.10,<0.005,<0.001,5.99,<0.15,36,Extremadamente deteriorada,Avellaneda,Arroyo Santo Domingo,-34.662.789,-58.296.669,367.554,289.059,"""Producción de electricidad, gas y agua""",3.0,3.0,3.0,2.0,1.0,5.0,6.0
26.0,Arroyo Santo Domingo,AV053,14/11/2023,2023.0,primavera,22,22,6.3,7.42,Ausencia,Ausencia,Ausencia,Ausencia,1100,1100,300,2.8,1.2,0.20,<0.20,3.1,<30,25,<0.10,<0.005,<0.001,<10.00,<0.15,40,Extremadamente deteriorada,Avellaneda,Arroyo Santo Domingo,-34.662.789,-58.296.669,367.554,289.059,"""Producción de electricidad, gas y agua""",3.0,3.0,3.0,2.0,1.0,5.0,6.0
22.0,Escollera de Propaneros,AV054,22/2/2023,2023.0,Verano,24.69,25,3.03,7,Ausencia,Ausencia,Ausencia,Ausencia,7000,2200,200,9.9,<0.05,0.64,0.57,4.9,<30,23,<0.10,0.005,<0.001,19.6,0.54,37,Extremadamente deteriorada,Avellaneda,Escollera de propaneros,-34.63,-58.328.339,367.554,289.059,"""Producción de electricidad, gas y agua""",3.0,3.0,3.0,2.0,1.0,5.0,6.0
22.0,Escollera de Propaneros,AV054,10/5/2023,2023.0,otoño,18,15,3.55,7.08,Ausencia,Ausencia,Ausencia,Presencia,sin muestra,sin muestra,sin muestra,10.20,1.10,0.32,0.31,2.90,<30,45.00,<0.10,0.0078,<1.0,<0.10,<0.15,37,Extremadamente deteriorada,Avellaneda,Escollera de propaneros,-34.63,-58.328.339,367.554,289.059,"""Producción de electricidad, gas y agua""",3.0,3.0,3.0,2.0,1.0,5.0,6.0
23.0,Escollera de Propaneros,AV054,23/8/2023,2023.0,invierno,15.18,13,1.2,7.48,Ausencia,Ausencia,Ausencia,Ausencia,12000,4600,1200,10.5,10,1.40,0.65,7.7,40,19,<0.10,<0.005,<0.001,3.48,Dato atípico,38,Extremadamente deteriorada,Avellaneda,Escollera de propaneros,-34.63,-58.328.339,367.554,289.059,"""Producción de electricidad, gas y agua""",3.0,3.0,3.0,2.0,1.0,5.0,6.0
22.0,Escollera de Propaneros,AV054,14/11/2023,2023.0,primavera,22,21,3.33,7.05,Presencia,Presencia,Ausencia,Presencia,19000,16000,6000,12.7,<0.78,0.54,sin muestra,17,37,16,<0.10,0,<0.001,<10.00,0.15,23,Extremadamente deteriorada,Avellaneda,Escollera de propaneros,-34.63,-58.328.339,367.554,289.059,"""Producción de electricidad, gas y agua""",3.0,3.0,3.0,2.0,1.0,5.0,6.0
25.0,Costa de Villa Domínico,AV055,22/2/2023,2023.0,Verano,24.5,26,3.02,7.45,Ausencia,Ausencia,Ausencia,Ausencia,4000,2000,10,10.6,<0.05,0.75,0.36,5.3,<30,21,<0.10,0.007,<0.001,17.06,0.9,39,Extremadamente deteriorada,,,,,,,,,,,,,,
25.0,Costa de Villa Domínico,AV055,10/5/2023,2023.0,otoño,19,15,4.45,7.48,Ausencia,Ausencia,Ausencia,Ausencia,sin muestra,sin muestra,sin muestra,8.90,0.44,0.26,0.25,4.10,<30,32.00,<0.10,<0.005,<1.0,1.81,<0.15,41,Extremadamente deteriorada,,,,,,,,,,,,,,
26.0,Costa de Villa Domínico,AV055,23/8/2023,2023.0,invierno,14.5,13,1.1,7.34,Ausencia,Ausencia,Ausencia,Ausencia,4000,2000,2000,13.3,8,0.72,0.40,4.4,<30,8,<0.10,<0.005,<0.001,6.13,<0.15,37,Extremadamente deteriorada,,,,,,,,,,,,,,
25.0,Costa de Villa Domínico,AV055,14/11/2023,2023.0,primavera,22,22,5.94,7.41,Ausencia,Ausencia,Ausencia,Ausencia,900,900,300,2.8,1.4,0.24,<0.20,3.9,33,20,<0.10,<0.005,<0.001,15.4,<0.15,38,Extremadamente deteriorada,,,,,,,,,,,,,,
40.0,Playa La Bagliardi,BS091,22/2/2023,2023.0,Verano,21,25,6.65,7.76,Ausencia,Ausencia,Ausencia,Presencia,4000,500,280,5.6,0.84,0.54,0.41,3.3,70,13,<0.10,<0.005,<0.001,<0.10,>5.00,no se pudo calcular,,Berisso,Playa La Bagliardi,-34.873.061,-57.810.561,100.930,47.630,"""Industria Manufacturera""",,,,,,,
40.0,Playa La Bagliardi,BS091,10/5/2023,2023.0,otoño,16,13,10.88,9.18,Ausencia,Ausencia,Ausencia,Ausencia,24.000,11200,5000,21.50,4.40,0.43,0.42,5.50,<30,20.00,<0.10,<0.005,<1.0,30.49,<0.15,32,Extremadamente deteriorada,Berisso,Playa La Bagliardi,-34.873.061,-57.810.561,100.930,47.630,"""Industria Manufacturera""",,,,,,,
41.0,Playa La Bagliardi,BS091,23/8/2023,2023.0,invierno,12.2,10,6.33,8.7,Ausencia,Ausencia,Ausencia,Ausencia,600,600,360,10.5,3.2,1.7,1.10,4,76,90,<0.10,<0.005,<0.001,8.22,<0.15,37,Extremadamente deteriorada,Berisso,Playa La Bagliardi,-34.873.061,-57.810.561,100.930,47.630,"""Industria Manufacturera""",,,,,,,
40.0,Playa La Bagliardi,BS091,14/11/2023,2023.0,primavera,24,20,4.53,7.84,Presencia,Ausencia,Presencia,Presencia,81000,75000,18400,<2.0,11,0.96,0.51,23,86,50,<0.10,<0.005,<0.001,<10.00,<0.15,25,Extremadamente deteriorada,Berisso,Playa La Bagliardi,-34.873.061,-57.810.561,100.930,47.630,"""Industria Manufacturera""",,,,,,,
38.0,Balneario Palo Blanco,BS092,22/2/2023,2023.0,Verano,22,25,6.24,7.75,Ausencia,Ausencia,Ausencia,Presencia,7000,3200,480,3.7,4,0.57,0.4,3.8,<30,30,<0.10,<0.005,<0.001,53.07,>5.00,no se pudo calcular,,Berisso,Balneario Palo Blanco,-34.855.808,-57.838.144,100.930,47.630,"""Industria Manufacturera""",,,,,,,
38.0,Balneario Palo Blanco,BS092,10/5/2023,2023.0,otoño,17,13,6.33,8.70,Ausencia,Ausencia,Ausencia,Ausencia,1.000,400,120,5.50,0.13,0.22,0.18,2.60,<30,45.00,<0.10,<0.005,<1.0,47.31,<0.15,35,Extremadamente deteriorada,Berisso,Balneario Palo Blanco,-34.855.808,-57.838.144,100.930,47.630,"""Industria Manufacturera""",,,,,,,
